signalNum,trialNum,sensorPos,sampleNum,sensorVal,subjectID,matchingCond,channel,name,time
47,17,FP1,46,6.337,c,S2 match,0,co2c0000337,0.1796875
48,17,FP1,47,9.755,c,S2 match,0,co2c0000337,0.18359375
49,17,FP1,48,13.662,c,S2 match,0,co2c0000337,0.1875
50,17,FP1,49,16.591,c,S2 match,0,co2c0000337,0.19140625
51,17,FP1,50,17.08,c,S2 match,0,co2c0000337,0.1953125
52,17,FP1,51,16.103,c,S2 match,0,co2c0000337,0.19921875
53,17,FP1,52,14.638,c,S2 match,0,co2c0000337,0.203125
54,17,FP1,53,14.15,c,S2 match,0,co2c0000337,0.20703125
55,17,FP1,54,14.638,c,S2 match,0,co2c0000337,0.2109375
56,17,FP1,55,16.103,c,S2 match,0,co2c0000337,0.21484375
57,17,FP1,56,16.591,c,S2 match,0,co2c0000337,0.21875
58,17,FP1,57,16.103,c,S2 match,0,co2c0000337,0.22265625
59,17,FP1,58,16.103,c,S2 match,0,co2c0000337,0.2265625
60,17,FP1,59,17.568,c,S2 match,0,co2c0000337,0.23046875
61,17,FP1,60,20.986,c,S2 match,0,co2c0000337,0.234375
62,17,FP1,61,24.892,c,S2 match,0,co2c0000337,0.23828125
63,17,FP1,62,27.334,c,S2 match,0,co2c0000337,0.2421875
64,17,FP1,63,26.845,c,S2 match,0,co2c0000337,0.24609375
65,17,FP1,64,22.939,c,S2 match,0,co2c0000337,0.25
66,17,FP1,65,18.056,c,S2 match,0,co2c0000337,0.25390625
67,17,FP1,66,14.15,c,S2 match,0,co2c0000337,0.2578125
68,17,FP1,67,12.685,c,S2 match,0,co2c0000337,0.26171875
69,17,FP1,68,13.173,c,S2 match,0,co2c0000337,0.265625
70,17,FP1,69,14.15,c,S2 match,0,co2c0000337,0.26953125
71,17,FP1,70,13.173,c,S2 match,0,co2c0000337,0.2734375
72,17,FP1,71,9.755,c,S2 match,0,co2c0000337,0.27734375
73,17,FP1,72,5.849,c,S2 match,0,co2c0000337,0.28125
74,17,FP1,73,2.92,c,S2 match,0,co2c0000337,0.28515625
75,17,FP1,74,2.431,c,S2 match,0,co2c0000337,0.2890625
76,17,FP1,75,3.896,c,S2 match,0,co2c0000337,0.29296875
77,17,FP1,76,5.849,c,S2 match,0,co2c0000337,0.296875
78,17,FP1,77,7.314,c,S2 match,0,co2c0000337,0.30078125
79,17,FP1,78,7.314,c,S2 match,0,co2c0000337,0.3046875
80,17,FP1,79,5.849,c,S2 match,0,co2c0000337,0.30859375
81,17,FP1,80,4.384,c,S2 match,0,co2c0000337,0.3125
82,17,FP1,81,3.896,c,S2 match,0,co2c0000337,0.31640625
83,17,FP1,82,4.384,c,S2 match,0,co2c0000337,0.3203125
84,17,FP1,83,6.337,c,S2 match,0,co2c0000337,0.32421875
85,17,FP1,84,8.291,c,S2 match,0,co2c0000337,0.328125
86,17,FP1,85,8.779,c,S2 match,0,co2c0000337,0.33203125
87,17,FP1,86,8.291,c,S2 match,0,co2c0000337,0.3359375
88,17,FP1,87,6.826,c,S2 match,0,co2c0000337,0.33984375
89,17,FP1,88,5.361,c,S2 match,0,co2c0000337,0.34375
90,17,FP1,89,5.849,c,S2 match,0,co2c0000337,0.34765625
91,17,FP1,90,7.802,c,S2 match,0,co2c0000337,0.3515625
92,17,FP1,91,10.732,c,S2 match,0,co2c0000337,0.35546875
93,17,FP1,92,12.685,c,S2 match,0,co2c0000337,0.359375
94,17,FP1,93,12.197,c,S2 match,0,co2c0000337,0.36328125
95,17,FP1,94,9.267,c,S2 match,0,co2c0000337,0.3671875
96,17,FP1,95,5.849,c,S2 match,0,co2c0000337,0.37109375
97,17,FP1,96,3.896,c,S2 match,0,co2c0000337,0.375
98,17,FP1,97,3.896,c,S2 match,0,co2c0000337,0.37890625
99,17,FP1,98,5.361,c,S2 match,0,co2c0000337,0.3828125
100,17,FP1,99,6.337,c,S2 match,0,co2c0000337,0.38671875
101,17,FP1,100,5.849,c,S2 match,0,co2c0000337,0.390625
102,17,FP1,101,2.92,c,S2 match,0,co2c0000337,0.39453125
103,17,FP1,102,-0.01,c,S2 match,0,co2c0000337,0.3984375
104,17,FP1,103,-0.987,c,S2 match,0,co2c0000337,0.40234375
105,17,FP1,104,0.966,c,S2 match,0,co2c0000337,0.40625
106,17,FP1,105,3.896,c,S2 match,0,co2c0000337,0.41015625
107,17,FP1,106,6.337,c,S2 match,0,co2c0000337,0.4140625
108,17,FP1,107,7.314,c,S2 match,0,co2c0000337,0.41796875
109,17,FP1,108,5.849,c,S2 match,0,co2c0000337,0.421875
110,17,FP1,109,3.408,c,S2 match,0,co2c0000337,0.42578125
111,17,FP1,110,1.943,c,S2 match,0,co2c0000337,0.4296875
112,17,FP1,111,0.966,c,S2 match,0,co2c0000337,0.43359375
113,17,FP1,112,0.966,c,S2 match,0,co2c0000337,0.4375
114,17,FP1,113,-0.01,c,S2 match,0,co2c0000337,0.44140625
115,17,FP1,114,-0.987,c,S2 match,0,co2c0000337,0.4453125
116,17,FP1,115,-1.963,c,S2 match,0,co2c0000337,0.44921875
117,17,FP1,116,-2.452,c,S2 match,0,co2c0000337,0.453125
118,17,FP1,117,-0.987,c,S2 match,0,co2c0000337,0.45703125
119,17,FP1,118,1.943,c,S2 match,0,co2c0000337,0.4609375
120,17,FP1,119,4.873,c,S2 match,0,co2c0000337,0.46484375
121,17,FP1,120,6.826,c,S2 match,0,co2c0000337,0.46875
122,17,FP1,121,6.826,c,S2 match,0,co2c0000337,0.47265625
123,17,FP1,122,4.873,c,S2 match,0,co2c0000337,0.4765625
124,17,FP1,123,2.92,c,S2 match,0,co2c0000337,0.48046875
125,17,FP1,124,2.431,c,S2 match,0,co2c0000337,0.484375
126,17,FP1,125,3.896,c,S2 match,0,co2c0000337,0.48828125
127,17,FP1,126,6.337,c,S2 match,0,co2c0000337,0.4921875
128,17,FP1,127,7.802,c,S2 match,0,co2c0000337,0.49609375
129,17,FP1,128,7.802,c,S2 match,0,co2c0000337,0.5
130,17,FP1,129,6.337,c,S2 match,0,co2c0000337,0.50390625
131,17,FP1,130,4.384,c,S2 match,0,co2c0000337,0.5078125
132,17,FP1,131,2.92,c,S2 match,0,co2c0000337,0.51171875
133,17,FP1,132,2.431,c,S2 match,0,co2c0000337,0.515625
134,17,FP1,133,2.92,c,S2 match,0,co2c0000337,0.51953125
135,17,FP1,134,3.408,c,S2 match,0,co2c0000337,0.5234375
136,17,FP1,135,3.896,c,S2 match,0,co2c0000337,0.52734375
137,17,FP1,136,4.873,c,S2 match,0,co2c0000337,0.53125
138,17,FP1,137,5.361,c,S2 match,0,co2c0000337,0.53515625
139,17,FP1,138,6.337,c,S2 match,0,co2c0000337,0.5390625
140,17,FP1,139,6.826,c,S2 match,0,co2c0000337,0.54296875
141,17,FP1,140,6.337,c,S2 match,0,co2c0000337,0.546875
142,17,FP1,141,5.361,c,S2 match,0,co2c0000337,0.55078125
143,17,FP1,142,2.431,c,S2 match,0,co2c0000337,0.5546875
144,17,FP1,143,-0.498,c,S2 match,0,co2c0000337,0.55859375
145,17,FP1,144,-2.452,c,S2 match,0,co2c0000337,0.5625
146,17,FP1,145,-2.452,c,S2 match,0,co2c0000337,0.56640625
147,17,FP1,146,-0.01,c,S2 match,0,co2c0000337,0.5703125
148,17,FP1,147,3.408,c,S2 match,0,co2c0000337,0.57421875
149,17,FP1,148,6.826,c,S2 match,0,co2c0000337,0.578125
150,17,FP1,149,7.314,c,S2 match,0,co2c0000337,0.58203125
151,17,FP1,150,5.849,c,S2 match,0,co2c0000337,0.5859375
152,17,FP1,151,3.408,c,S2 match,0,co2c0000337,0.58984375
153,17,FP1,152,0.966,c,S2 match,0,co2c0000337,0.59375
154,17,FP1,153,0.966,c,S2 match,0,co2c0000337,0.59765625
155,17,FP1,154,2.431,c,S2 match,0,co2c0000337,0.6015625
156,17,FP1,155,4.873,c,S2 match,0,co2c0000337,0.60546875
157,17,FP1,156,6.337,c,S2 match,0,co2c0000337,0.609375
158,17,FP1,157,7.314,c,S2 match,0,co2c0000337,0.61328125
159,17,FP1,158,7.802,c,S2 match,0,co2c0000337,0.6171875
160,17,FP1,159,8.779,c,S2 match,0,co2c0000337,0.62109375
161,17,FP1,160,11.22,c,S2 match,0,co2c0000337,0.625
162,17,FP1,161,14.15,c,S2 match,0,co2c0000337,0.62890625
163,17,FP1,162,16.103,c,S2 match,0,co2c0000337,0.6328125
164,17,FP1,163,15.615,c,S2 match,0,co2c0000337,0.63671875
165,17,FP1,164,13.173,c,S2 match,0,co2c0000337,0.640625
166,17,FP1,165,10.732,c,S2 match,0,co2c0000337,0.64453125
167,17,FP1,166,10.244,c,S2 match,0,co2c0000337,0.6484375
168,17,FP1,167,10.732,c,S2 match,0,co2c0000337,0.65234375
169,17,FP1,168,12.197,c,S2 match,0,co2c0000337,0.65625
170,17,FP1,169,12.197,c,S2 match,0,co2c0000337,0.66015625
171,17,FP1,170,10.732,c,S2 match,0,co2c0000337,0.6640625
172,17,FP1,171,9.267,c,S2 match,0,co2c0000337,0.66796875
173,17,FP1,172,9.755,c,S2 match,0,co2c0000337,0.671875
174,17,FP1,173,12.197,c,S2 match,0,co2c0000337,0.67578125
175,17,FP1,174,15.615,c,S2 match,0,co2c0000337,0.6796875
176,17,FP1,175,17.568,c,S2 match,0,co2c0000337,0.68359375
177,17,FP1,176,17.568,c,S2 match,0,co2c0000337,0.6875
178,17,FP1,177,15.615,c,S2 match,0,co2c0000337,0.69140625
179,17,FP1,178,13.662,c,S2 match,0,co2c0000337,0.6953125
180,17,FP1,179,12.685,c,S2 match,0,co2c0000337,0.69921875
181,17,FP1,180,12.685,c,S2 match,0,co2c0000337,0.703125
182,17,FP1,181,12.197,c,S2 match,0,co2c0000337,0.70703125
183,17,FP1,182,11.22,c,S2 match,0,co2c0000337,0.7109375
184,17,FP1,183,9.755,c,S2 match,0,co2c0000337,0.71484375
185,17,FP1,184,9.755,c,S2 match,0,co2c0000337,0.71875
186,17,FP1,185,12.197,c,S2 match,0,co2c0000337,0.72265625
187,17,FP1,186,15.127,c,S2 match,0,co2c0000337,0.7265625
188,17,FP1,187,18.545,c,S2 match,0,co2c0000337,0.73046875
189,17,FP1,188,20.498,c,S2 match,0,co2c0000337,0.734375
190,17,FP1,189,20.498,c,S2 match,0,co2c0000337,0.73828125
191,17,FP1,190,19.033,c,S2 match,0,co2c0000337,0.7421875
192,17,FP1,191,18.056,c,S2 match,0,co2c0000337,0.74609375
193,17,FP1,192,17.08,c,S2 match,0,co2c0000337,0.75
194,17,FP1,193,16.103,c,S2 match,0,co2c0000337,0.75390625
195,17,FP1,194,15.127,c,S2 match,0,co2c0000337,0.7578125
196,17,FP1,195,13.173,c,S2 match,0,co2c0000337,0.76171875
197,17,FP1,196,9.267,c,S2 match,0,co2c0000337,0.765625
198,17,FP1,197,5.849,c,S2 match,0,co2c0000337,0.76953125
199,17,FP1,198,3.896,c,S2 match,0,co2c0000337,0.7734375
200,17,FP1,199,3.408,c,S2 match,0,co2c0000337,0.77734375
201,17,FP1,200,5.849,c,S2 match,0,co2c0000337,0.78125
202,17,FP1,201,8.779,c,S2 match,0,co2c0000337,0.78515625
203,17,FP1,202,9.755,c,S2 match,0,co2c0000337,0.7890625
204,17,FP1,203,7.802,c,S2 match,0,co2c0000337,0.79296875
205,17,FP1,204,4.384,c,S2 match,0,co2c0000337,0.796875
206,17,FP1,205,2.431,c,S2 match,0,co2c0000337,0.80078125
207,17,FP1,206,3.408,c,S2 match,0,co2c0000337,0.8046875
208,17,FP1,207,5.849,c,S2 match,0,co2c0000337,0.80859375
209,17,FP1,208,6.826,c,S2 match,0,co2c0000337,0.8125
210,17,FP1,209,4.873,c,S2 match,0,co2c0000337,0.81640625
211,17,FP1,210,1.455,c,S2 match,0,co2c0000337,0.8203125
212,17,FP1,211,-0.987,c,S2 match,0,co2c0000337,0.82421875
213,17,FP1,212,-0.498,c,S2 match,0,co2c0000337,0.828125
214,17,FP1,213,1.943,c,S2 match,0,co2c0000337,0.83203125
215,17,FP1,214,4.384,c,S2 match,0,co2c0000337,0.8359375
216,17,FP1,215,4.384,c,S2 match,0,co2c0000337,0.83984375
217,17,FP1,216,2.431,c,S2 match,0,co2c0000337,0.84375
218,17,FP1,217,0.966,c,S2 match,0,co2c0000337,0.84765625
219,17,FP1,218,0.966,c,S2 match,0,co2c0000337,0.8515625
220,17,FP1,219,1.943,c,S2 match,0,co2c0000337,0.85546875
221,17,FP1,220,2.431,c,S2 match,0,co2c0000337,0.859375
222,17,FP1,221,1.455,c,S2 match,0,co2c0000337,0.86328125
223,17,FP1,222,-0.01,c,S2 match,0,co2c0000337,0.8671875
224,17,FP1,223,-0.987,c,S2 match,0,co2c0000337,0.87109375
225,17,FP1,224,-0.498,c,S2 match,0,co2c0000337,0.875
226,17,FP1,225,0.966,c,S2 match,0,co2c0000337,0.87890625
227,17,FP1,226,1.455,c,S2 match,0,co2c0000337,0.8828125
228,17,FP1,227,1.455,c,S2 match,0,co2c0000337,0.88671875
229,17,FP1,228,0.966,c,S2 match,0,co2c0000337,0.890625
230,17,FP1,229,1.455,c,S2 match,0,co2c0000337,0.89453125
231,17,FP1,230,2.92,c,S2 match,0,co2c0000337,0.8984375
232,17,FP1,231,5.361,c,S2 match,0,co2c0000337,0.90234375
233,17,FP1,232,6.826,c,S2 match,0,co2c0000337,0.90625
234,17,FP1,233,8.779,c,S2 match,0,co2c0000337,0.91015625
235,17,FP1,234,12.685,c,S2 match,0,co2c0000337,0.9140625
236,17,FP1,235,20.009,c,S2 match,0,co2c0000337,0.91796875
237,17,FP1,236,30.263,c,S2 match,0,co2c0000337,0.921875
238,17,FP1,237,40.517,c,S2 match,0,co2c0000337,0.92578125
239,17,FP1,238,48.818,c,S2 match,0,co2c0000337,0.9296875
240,17,FP1,239,53.701,c,S2 match,0,co2c0000337,0.93359375
241,17,FP1,240,58.584,c,S2 match,0,co2c0000337,0.9375
242,17,FP1,241,65.42,c,S2 match,0,co2c0000337,0.94140625
243,17,FP1,242,75.673,c,S2 match,0,co2c0000337,0.9453125
244,17,FP1,243,88.369,c,S2 match,0,co2c0000337,0.94921875
245,17,FP1,244,100.087,c,S2 match,0,co2c0000337,0.953125
246,17,FP1,245,108.877,c,S2 match,0,co2c0000337,0.95703125
247,17,FP1,246,114.736,c,S2 match,0,co2c0000337,0.9609375
248,17,FP1,247,119.619,c,S2 match,0,co2c0000337,0.96484375
249,17,FP1,248,124.502,c,S2 match,0,co2c0000337,0.96875
250,17,FP1,249,130.361,c,S2 match,0,co2c0000337,0.97265625
251,17,FP1,250,136.709,c,S2 match,0,co2c0000337,0.9765625
252,17,FP1,251,142.08,c,S2 match,0,co2c0000337,0.98046875
253,17,FP1,252,147.451,c,S2 match,0,co2c0000337,0.984375
254,17,FP1,253,151.845,c,S2 match,0,co2c0000337,0.98828125
255,17,FP1,254,155.263,c,S2 match,0,co2c0000337,0.9921875
256,17,FP1,255,156.728,c,S2 match,0,co2c0000337,0.99609375
1,17,FP2,0,5.503,c,S2 match,1,co2c0000337,0
2,17,FP2,1,4.038,c,S2 match,1,co2c0000337,0.00390625
3,17,FP2,2,2.574,c,S2 match,1,co2c0000337,0.0078125
4,17,FP2,3,2.085,c,S2 match,1,co2c0000337,0.01171875
5,17,FP2,4,4.038,c,S2 match,1,co2c0000337,0.015625
6,17,FP2,5,7.456,c,S2 match,1,co2c0000337,0.01953125
7,17,FP2,6,10.874,c,S2 match,1,co2c0000337,0.0234375
8,17,FP2,7,12.828,c,S2 match,1,co2c0000337,0.02734375
9,17,FP2,8,12.828,c,S2 match,1,co2c0000337,0.03125
10,17,FP2,9,12.339,c,S2 match,1,co2c0000337,0.03515625
11,17,FP2,10,12.339,c,S2 match,1,co2c0000337,0.0390625
12,17,FP2,11,11.851,c,S2 match,1,co2c0000337,0.04296875
13,17,FP2,12,10.874,c,S2 match,1,co2c0000337,0.046875
14,17,FP2,13,8.433,c,S2 match,1,co2c0000337,0.05078125
15,17,FP2,14,5.503,c,S2 match,1,co2c0000337,0.0546875
16,17,FP2,15,3.062,c,S2 match,1,co2c0000337,0.05859375
17,17,FP2,16,2.574,c,S2 match,1,co2c0000337,0.0625
18,17,FP2,17,3.062,c,S2 match,1,co2c0000337,0.06640625
19,17,FP2,18,4.038,c,S2 match,1,co2c0000337,0.0703125
20,17,FP2,19,4.527,c,S2 match,1,co2c0000337,0.07421875
21,17,FP2,20,4.038,c,S2 match,1,co2c0000337,0.078125
22,17,FP2,21,2.085,c,S2 match,1,co2c0000337,0.08203125
23,17,FP2,22,0.621,c,S2 match,1,co2c0000337,0.0859375
24,17,FP2,23,-1.333,c,S2 match,1,co2c0000337,0.08984375
25,17,FP2,24,-2.797,c,S2 match,1,co2c0000337,0.09375
26,17,FP2,25,-3.286,c,S2 match,1,co2c0000337,0.09765625
27,17,FP2,26,-3.286,c,S2 match,1,co2c0000337,0.1015625
28,17,FP2,27,-1.821,c,S2 match,1,co2c0000337,0.10546875
29,17,FP2,28,-0.356,c,S2 match,1,co2c0000337,0.109375
30,17,FP2,29,0.132,c,S2 match,1,co2c0000337,0.11328125
31,17,FP2,30,-0.356,c,S2 match,1,co2c0000337,0.1171875
32,17,FP2,31,-1.333,c,S2 match,1,co2c0000337,0.12109375
33,17,FP2,32,-1.333,c,S2 match,1,co2c0000337,0.125
34,17,FP2,33,0.132,c,S2 match,1,co2c0000337,0.12890625
35,17,FP2,34,3.062,c,S2 match,1,co2c0000337,0.1328125
36,17,FP2,35,5.992,c,S2 match,1,co2c0000337,0.13671875
37,17,FP2,36,7.456,c,S2 match,1,co2c0000337,0.140625
38,17,FP2,37,6.968,c,S2 match,1,co2c0000337,0.14453125
39,17,FP2,38,5.992,c,S2 match,1,co2c0000337,0.1484375
40,17,FP2,39,5.015,c,S2 match,1,co2c0000337,0.15234375
41,17,FP2,40,4.527,c,S2 match,1,co2c0000337,0.15625
42,17,FP2,41,4.527,c,S2 match,1,co2c0000337,0.16015625
43,17,FP2,42,4.527,c,S2 match,1,co2c0000337,0.1640625
44,17,FP2,43,5.015,c,S2 match,1,co2c0000337,0.16796875
45,17,FP2,44,5.992,c,S2 match,1,co2c0000337,0.171875
46,17,FP2,45,7.456,c,S2 match,1,co2c0000337,0.17578125
47,17,FP2,46,9.41,c,S2 match,1,co2c0000337,0.1796875
48,17,FP2,47,10.874,c,S2 match,1,co2c0000337,0.18359375
49,17,FP2,48,12.828,c,S2 match,1,co2c0000337,0.1875
50,17,FP2,49,14.292,c,S2 match,1,co2c0000337,0.19140625
51,17,FP2,50,16.246,c,S2 match,1,co2c0000337,0.1953125
52,17,FP2,51,17.222,c,S2 match,1,co2c0000337,0.19921875
53,17,FP2,52,16.734,c,S2 match,1,co2c0000337,0.203125
54,17,FP2,53,15.757,c,S2 match,1,co2c0000337,0.20703125
55,17,FP2,54,15.269,c,S2 match,1,co2c0000337,0.2109375
56,17,FP2,55,14.781,c,S2 match,1,co2c0000337,0.21484375
57,17,FP2,56,15.757,c,S2 match,1,co2c0000337,0.21875
58,17,FP2,57,17.71,c,S2 match,1,co2c0000337,0.22265625
59,17,FP2,58,19.663,c,S2 match,1,co2c0000337,0.2265625
60,17,FP2,59,21.128,c,S2 match,1,co2c0000337,0.23046875
61,17,FP2,60,22.593,c,S2 match,1,co2c0000337,0.234375
62,17,FP2,61,23.57,c,S2 match,1,co2c0000337,0.23828125
63,17,FP2,62,23.081,c,S2 match,1,co2c0000337,0.2421875
64,17,FP2,63,21.128,c,S2 match,1,co2c0000337,0.24609375
65,17,FP2,64,18.199,c,S2 match,1,co2c0000337,0.25
66,17,FP2,65,14.781,c,S2 match,1,co2c0000337,0.25390625
67,17,FP2,66,12.339,c,S2 match,1,co2c0000337,0.2578125
68,17,FP2,67,12.339,c,S2 match,1,co2c0000337,0.26171875
69,17,FP2,68,13.316,c,S2 match,1,co2c0000337,0.265625
70,17,FP2,69,14.292,c,S2 match,1,co2c0000337,0.26953125
71,17,FP2,70,13.804,c,S2 match,1,co2c0000337,0.2734375
72,17,FP2,71,11.363,c,S2 match,1,co2c0000337,0.27734375
73,17,FP2,72,7.945,c,S2 match,1,co2c0000337,0.28125
74,17,FP2,73,4.527,c,S2 match,1,co2c0000337,0.28515625
75,17,FP2,74,3.55,c,S2 match,1,co2c0000337,0.2890625
76,17,FP2,75,3.062,c,S2 match,1,co2c0000337,0.29296875
77,17,FP2,76,3.55,c,S2 match,1,co2c0000337,0.296875
78,17,FP2,77,4.038,c,S2 match,1,co2c0000337,0.30078125
79,17,FP2,78,4.527,c,S2 match,1,co2c0000337,0.3046875
80,17,FP2,79,4.038,c,S2 match,1,co2c0000337,0.30859375
81,17,FP2,80,3.55,c,S2 match,1,co2c0000337,0.3125
82,17,FP2,81,3.062,c,S2 match,1,co2c0000337,0.31640625
83,17,FP2,82,2.574,c,S2 match,1,co2c0000337,0.3203125
84,17,FP2,83,3.062,c,S2 match,1,co2c0000337,0.32421875
85,17,FP2,84,3.55,c,S2 match,1,co2c0000337,0.328125
86,17,FP2,85,4.038,c,S2 match,1,co2c0000337,0.33203125
87,17,FP2,86,5.015,c,S2 match,1,co2c0000337,0.3359375
88,17,FP2,87,5.503,c,S2 match,1,co2c0000337,0.33984375
89,17,FP2,88,6.48,c,S2 match,1,co2c0000337,0.34375
90,17,FP2,89,7.945,c,S2 match,1,co2c0000337,0.34765625
91,17,FP2,90,9.41,c,S2 match,1,co2c0000337,0.3515625
92,17,FP2,91,9.41,c,S2 match,1,co2c0000337,0.35546875
93,17,FP2,92,8.921,c,S2 match,1,co2c0000337,0.359375
94,17,FP2,93,6.48,c,S2 match,1,co2c0000337,0.36328125
95,17,FP2,94,5.503,c,S2 match,1,co2c0000337,0.3671875
96,17,FP2,95,4.527,c,S2 match,1,co2c0000337,0.37109375
97,17,FP2,96,5.015,c,S2 match,1,co2c0000337,0.375
98,17,FP2,97,5.015,c,S2 match,1,co2c0000337,0.37890625
99,17,FP2,98,5.015,c,S2 match,1,co2c0000337,0.3828125
100,17,FP2,99,3.55,c,S2 match,1,co2c0000337,0.38671875
101,17,FP2,100,2.085,c,S2 match,1,co2c0000337,0.390625
102,17,FP2,101,1.109,c,S2 match,1,co2c0000337,0.39453125
103,17,FP2,102,1.109,c,S2 match,1,co2c0000337,0.3984375
104,17,FP2,103,1.597,c,S2 match,1,co2c0000337,0.40234375
105,17,FP2,104,2.574,c,S2 match,1,co2c0000337,0.40625
106,17,FP2,105,2.085,c,S2 match,1,co2c0000337,0.41015625
107,17,FP2,106,1.597,c,S2 match,1,co2c0000337,0.4140625
108,17,FP2,107,1.109,c,S2 match,1,co2c0000337,0.41796875
109,17,FP2,108,1.597,c,S2 match,1,co2c0000337,0.421875
110,17,FP2,109,3.062,c,S2 match,1,co2c0000337,0.42578125
111,17,FP2,110,2.574,c,S2 match,1,co2c0000337,0.4296875
112,17,FP2,111,1.109,c,S2 match,1,co2c0000337,0.43359375
113,17,FP2,112,-1.333,c,S2 match,1,co2c0000337,0.4375
114,17,FP2,113,-3.774,c,S2 match,1,co2c0000337,0.44140625
115,17,FP2,114,-4.262,c,S2 match,1,co2c0000337,0.4453125
116,17,FP2,115,-3.774,c,S2 match,1,co2c0000337,0.44921875
117,17,FP2,116,-2.797,c,S2 match,1,co2c0000337,0.453125
118,17,FP2,117,-1.821,c,S2 match,1,co2c0000337,0.45703125
119,17,FP2,118,-0.844,c,S2 match,1,co2c0000337,0.4609375
120,17,FP2,119,0.132,c,S2 match,1,co2c0000337,0.46484375
121,17,FP2,120,1.597,c,S2 match,1,co2c0000337,0.46875
122,17,FP2,121,2.574,c,S2 match,1,co2c0000337,0.47265625
123,17,FP2,122,3.062,c,S2 match,1,co2c0000337,0.4765625
124,17,FP2,123,1.597,c,S2 match,1,co2c0000337,0.48046875
125,17,FP2,124,1.109,c,S2 match,1,co2c0000337,0.484375
126,17,FP2,125,1.109,c,S2 match,1,co2c0000337,0.48828125
127,17,FP2,126,3.062,c,S2 match,1,co2c0000337,0.4921875
128,17,FP2,127,5.015,c,S2 match,1,co2c0000337,0.49609375
129,17,FP2,128,6.48,c,S2 match,1,co2c0000337,0.5
130,17,FP2,129,6.48,c,S2 match,1,co2c0000337,0.50390625
131,17,FP2,130,5.503,c,S2 match,1,co2c0000337,0.5078125
132,17,FP2,131,4.038,c,S2 match,1,co2c0000337,0.51171875
